document_id,period,title,source_url,embedded_chunk_count
5570,단종실록,단종실록: 함길도 도체찰사 황보인이 부령부를 삼기로 옮길 것을 아뢰니 그대로 따르다,https://sillok.history.go.kr/id/kfa_10005019_009,1
5568,단종실록,단종실록: 조극관이 함길도 함흥부에 진을 설치하기를 청하였으나 황보인의 반대로 그만 두다,https://sillok.history.go.kr/id/kfa_10005019_010,1
5577,단종실록,단종실록: 황보인·김종서 등에게 명하여 영릉에 가서 능 자리를 보게 하다,https://sillok.history.go.kr/id/kfa_10005020_001,1
5580,단종실록,단종실록: 이보흠·조원희 등이 전순의·이장·김자안 등의 죄를 아뢰다,https://sillok.history.go.kr/id/kfa_10005020_002,1
5584,단종실록,단종실록: 의정부에서 수성도 명원참을 여거산에 옮기도록 청하다,https://sillok.history.go.kr/id/kfa_10005020_003,1
5564,단종실록,단종실록: 궁성 밖의 숙위 군사를 반 나누어 교대로 번들 것을 명하다,https://sillok.history.go.kr/id/kfa_10005020_004,1
5567,단종실록,단종실록: 의정부에서 3월부터 6월까지는 총통과 화살 만드는 것을 정지해 줄 것을 아뢰다,https://sillok.history.go.kr/id/kfa_10005020_005,1
5560,단종실록,단종실록: 김세민·유수강을 명나라에 보내어 부음하고 아울러 시호와 승습을 청하다,https://sillok.history.go.kr/id/kfa_10005021_001,1
4843,단종실록,단종실록: 사헌부에서 파직된 안변 부사 홍한이 사용한 관물을 추징하도록 청하다,https://sillok.history.go.kr/id/kfa_10005021_002,1
5558,단종실록,단종실록: 사간원 우헌납 조원희가 정부의 상피의 법을 세울 것 등을 아뢰다,https://sillok.history.go.kr/id/kfa_10005021_003,1
5569,단종실록,단종실록: 의정부에서 익조 강혜 대왕과 정숙 왕후의 기신재를 행하지 말 것을 아뢰다,https://sillok.history.go.kr/id/kfa_10005021_004,1
5573,단종실록,단종실록: 김자해를 보내 도망하여 온 중국 사람 29명을 요동으로 풀어 보내다,https://sillok.history.go.kr/id/kfa_10005022_001,1
4844,단종실록,단종실록: 성득식·박중림을 명나라로 보내어 성절을 하례하다,https://sillok.history.go.kr/id/kfa_10005022_002,1
5571,단종실록,단종실록: 국장 도감에서 자선당을 수리하여 대행 대왕의 혼전으로 삼을 것을 청하다,https://sillok.history.go.kr/id/kfa_10005022_003,1
